channel,rank,logo,watch_time_m,stream_time_m,peak_viewers,avg_viewers,followers,partnered,mature,language,url,t_subs,start,income,stream_time_h/m
DJMeltingGirl,433,https://static-cdn.jtvnw.net/jtv_user_pictures/78c9e74c-e7ca-47b5-a589-cc653fc5f335-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1517610,7965,654,191,10693,TRUE,FALSE,English,https://www.twitch.tv/DJMeltingGirl/about,341,"Mar 17, 2020",852.5,44.25
TranceFamilyCanada,434,https://static-cdn.jtvnw.net/jtv_user_pictures/e9d76399-bac0-4cb6-b50d-5f3db039db80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1511790,38850,360,39,4221,FALSE,FALSE,English,https://www.twitch.tv/TranceFamilyCanada/about,271,"Apr 24, 2020",677.5,215.83
shnaff,435,https://static-cdn.jtvnw.net/jtv_user_pictures/9ef32e15-03bd-4b1f-9d54-976de4d0f8b2-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,1510215,15075,1124,100,26673,TRUE,FALSE,English,https://www.twitch.tv/shnaff/about,5400,"Feb 5, 2016",13500,83.75
YoungMulti,439,https://static-cdn.jtvnw.net/jtv_user_pictures/3e77e4c7-04c4-42d1-9ba2-cdbe7b86b4e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1494210,270,9426,5534,369178,TRUE,FALSE,Polish,https://www.twitch.tv/YoungMulti/about,1516,"Feb 11, 2012",3790,1.50
Helmahof,440,https://static-cdn.jtvnw.net/jtv_user_pictures/17fe19a0-3665-4c60-b77b-5f8be792426f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1488795,31500,145,47,5034,FALSE,FALSE,English,https://www.twitch.tv/Helmahof/about,10,"Mar 10, 2014",25,175.00
danybpm,444,https://static-cdn.jtvnw.net/jtv_user_pictures/883e688d-ea67-4936-825f-dcb47d7bfe1b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1467525,14550,236,101,13425,FALSE,FALSE,Spanish,https://www.twitch.tv/danybpm/about,198,"Sep 23, 2018",495,80.83
davidbannertv,445,https://static-cdn.jtvnw.net/jtv_user_pictures/a1a4b302-8f98-42bc-b788-e6215ca388bb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1466880,12810,257,115,4573,FALSE,FALSE,English,https://www.twitch.tv/davidbannertv/about,50,"Mar 17, 2020",125,71.17
robbflynn,447,https://static-cdn.jtvnw.net/jtv_user_pictures/efa77399-c51c-410b-bffa-176e7c04b6e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1452015,3600,3019,403,9054,TRUE,TRUE,English,https://www.twitch.tv/robbflynn/about,65,"Mar 20, 2020",162.5,20.00
AussieATL,448,https://static-cdn.jtvnw.net/jtv_user_pictures/9ad1250c-62b0-4d0b-9eef-6a7d79e02cb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1450140,8025,864,181,5335,FALSE,TRUE,English,https://www.twitch.tv/AussieATL/about,10,"Jun 3, 2013",25,44.58
jasminbeckmusic,450,https://static-cdn.jtvnw.net/jtv_user_pictures/f6643d94-9906-4ec1-bb0e-4550c02b82f7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1447890,10440,613,139,6121,FALSE,FALSE,English,https://www.twitch.tv/jasminbeckmusic/about,289,"Mar 10, 2021",722.5,58.00
fromguer,452,https://static-cdn.jtvnw.net/jtv_user_pictures/4b30973a-9567-408e-ad57-6baf1dc7faed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1440015,8010,2137,180,20060,TRUE,FALSE,Spanish,https://www.twitch.tv/fromguer/about,151,"Dec 3, 2017",377.5,44.50
Phil_Calzone,456,https://static-cdn.jtvnw.net/jtv_user_pictures/a20d8dd1-ec60-4882-97c7-b67b002914e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1429290,16800,288,85,5813,FALSE,FALSE,German,https://www.twitch.tv/Phil_Calzone/about,50,"Apr 21, 2019",125,93.33
jen_see,458,https://static-cdn.jtvnw.net/jtv_user_pictures/ceaa7992-8100-4ddd-bf07-f563e0d60030-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1426680,11910,744,120,31255,TRUE,FALSE,English,https://www.twitch.tv/jen_see/about,600,"Jan 27, 2018",1500,66.17
RAYMmusic,459,https://static-cdn.jtvnw.net/jtv_user_pictures/22e2a109-d8ee-4be3-a00d-cb1ad607e6eb-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,1426125,12735,1094,112,20218,TRUE,FALSE,English,https://www.twitch.tv/RAYMmusic/about,4800,"May 17, 2018",12000,70.75
kamikazemixtape,463,https://static-cdn.jtvnw.net/jtv_user_pictures/1248b2bc-7fe1-49d4-a73a-651ddaf17591-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1415820,13395,344,106,6690,TRUE,FALSE,English,https://www.twitch.tv/kamikazemixtape/about,73,"May 29, 2019",182.5,74.42
BadmanOnline,466,https://static-cdn.jtvnw.net/jtv_user_pictures/badmanonline-profile_image-bfdf0a54cd4caf4f-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,1407105,3030,2023,464,71617,TRUE,TRUE,English,https://www.twitch.tv/BadmanOnline/about,350,"Sep 13, 2014",875,16.83
PaulinPelivideot,467,https://static-cdn.jtvnw.net/jtv_user_pictures/ced8c5cd-f4a9-4cd2-a537-4f78784e41b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1406715,1860,1132,756,24792,TRUE,FALSE,Finnish,https://www.twitch.tv/PaulinPelivideot/about,1489,"Aug 10, 2012",3722.5,10.33
DJSNEAK,468,https://static-cdn.jtvnw.net/jtv_user_pictures/14b9cb59-45bb-435c-a6c6-9bbf8384fa7d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1406205,13515,322,104,7941,TRUE,TRUE,English,https://www.twitch.tv/DJSNEAK/about,361,"Apr 10, 2020",902.5,75.08
Patronic_,469,https://static-cdn.jtvnw.net/jtv_user_pictures/152abea8-52cf-4f47-9aa2-7dad91009992-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1403865,11415,457,123,7507,FALSE,FALSE,German,https://www.twitch.tv/Patronic_/about,132,"Apr 7, 2015",330,63.42
FrenchStallion,473,https://static-cdn.jtvnw.net/jtv_user_pictures/ffeb894c-1f2c-4375-a943-bfc4921836e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1379205,5235,1758,263,133827,TRUE,FALSE,English,https://www.twitch.tv/FrenchStallion/about,35,"Feb 16, 2012",87.5,29.08
SELECTAGALIS,474,https://static-cdn.jtvnw.net/jtv_user_pictures/a58d0ecc-57ae-4c0f-8fec-973d7645128d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1379130,22755,268,61,5206,FALSE,TRUE,English,https://www.twitch.tv/SELECTAGALIS/about,196,"Apr 27, 2020",490,126.42
MindblastTV,476,https://static-cdn.jtvnw.net/jtv_user_pictures/1f5fd545-cfc1-4816-9feb-5be95474eb5b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1377540,7785,564,177,7257,TRUE,TRUE,German,https://www.twitch.tv/MindblastTV/about,50,"Mar 21, 2015",125,43.25
RobsonBaroli,478,https://static-cdn.jtvnw.net/jtv_user_pictures/a77f8f30-dce8-45bc-8eea-2391b753cf37-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1372260,18000,299,76,11272,FALSE,FALSE,English,https://www.twitch.tv/RobsonBaroli/about,65,"Mar 6, 2016",162.5,100.00
DJAlphaMusic,479,https://static-cdn.jtvnw.net/jtv_user_pictures/8f58b5c5-3cc0-441d-bea8-af26657c3702-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1371825,14940,255,92,7846,TRUE,FALSE,English,https://www.twitch.tv/DJAlphaMusic/about,368,"Apr 1, 2020",920,83.00
Smau___,480,https://static-cdn.jtvnw.net/jtv_user_pictures/33974b09-deb3-42f2-bd87-7cd86b6e36d4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1361730,37530,170,36,1726,FALSE,TRUE,English,https://www.twitch.tv/Smau___/about,4,"Apr 24, 2018",10,208.50
YoungGun,481,https://static-cdn.jtvnw.net/jtv_user_pictures/ba24acc7-2aa9-47be-b9b8-ea74a44b242a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1360710,13815,1437,98,41583,TRUE,FALSE,English,https://www.twitch.tv/YoungGun/about,356,"Jun 18, 2013",890,76.75
BootieMashup,485,https://static-cdn.jtvnw.net/jtv_user_pictures/c2f6e0c2-780f-4654-96df-98bb5f49d7fa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1339920,17070,257,78,15487,TRUE,TRUE,English,https://www.twitch.tv/BootieMashup/about,418,"Mar 13, 2020",1045,94.83
ErinShayLive,486,https://static-cdn.jtvnw.net/jtv_user_pictures/acdc83a1-4be8-40c2-8e49-115f63024ccb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1339260,10725,587,125,6784,TRUE,TRUE,English,https://www.twitch.tv/ErinShayLive/about,334,"Jul 5, 2020",835,59.58
robdaboom,487,https://static-cdn.jtvnw.net/jtv_user_pictures/ac45b29d-8862-4147-8768-b4f273c7b8e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1338585,12915,254,104,5953,TRUE,TRUE,English,https://www.twitch.tv/robdaboom/about,174,"Mar 24, 2020",435,71.75
OfficialAndyPyro,488,https://static-cdn.jtvnw.net/jtv_user_pictures/af9f4967-cb9a-4b0f-b86f-b6509a428b17-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1336095,795,3518,1681,275951,TRUE,TRUE,Finnish,https://www.twitch.tv/OfficialAndyPyro/about,4915,"Jul 13, 2013",12287.5,4.42
TheSushiDragon,491,https://static-cdn.jtvnw.net/jtv_user_pictures/b87202da-be28-4e9b-a326-cf8b29cc0e49-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1321275,990,12147,1335,273453,TRUE,FALSE,English,https://www.twitch.tv/TheSushiDragon/about,758,"Jul 21, 2015",1895,5.50
JeanetteMusic,493,https://static-cdn.jtvnw.net/jtv_user_pictures/3637dcbb-ea9c-443d-a63d-54c99136000f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1308810,20625,4685,63,7114,FALSE,FALSE,English,https://www.twitch.tv/JeanetteMusic/about,457,"Aug 4, 2017",1142.5,114.58
stylishnoob4,494,https://static-cdn.jtvnw.net/jtv_user_pictures/stylishnoob4-profile_image-08271f11296c16df-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1305675,90,17746,14508,745799,TRUE,FALSE,Japanese,https://www.twitch.tv/stylishnoob4/about,2850,"Nov 2, 2013",7125,0.50
FindTheRabbit,497,https://static-cdn.jtvnw.net/jtv_user_pictures/7732bae8-c282-4503-aca6-aff30a8401a3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1285650,7155,422,180,10533,TRUE,TRUE,English,https://www.twitch.tv/FindTheRabbit/about,30,"Sep 27, 2015",75,39.75
5050x2,502,https://static-cdn.jtvnw.net/jtv_user_pictures/a03ed0ce-a8bb-4424-9f8f-54885f4067b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1271970,4905,565,259,7029,TRUE,TRUE,Swedish,https://www.twitch.tv/5050x2/about,85,"Mar 10, 2017",212.5,27.25
gunselsenol,503,https://static-cdn.jtvnw.net/jtv_user_pictures/af4c6cf0-0443-4d0d-836e-df2fae056bbd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1270185,3585,1371,354,28216,TRUE,TRUE,English,https://www.twitch.tv/gunselsenol/about,900,"Aug 14, 2019",2250,19.92
stargirlxstream,505,https://static-cdn.jtvnw.net/jtv_user_pictures/dfb913d8-712a-45ab-87e3-ef3f40a70493-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1266030,2445,3919,518,6725,TRUE,FALSE,English,https://www.twitch.tv/stargirlxstream/about,10,"Aug 10, 2020",25,13.58
blklght,506,https://static-cdn.jtvnw.net/jtv_user_pictures/6e209f87-361f-437e-a385-cc5ee0446195-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1263870,13365,779,95,7294,TRUE,FALSE,English,https://www.twitch.tv/blklght/about,224,"Mar 29, 2020",560,74.25
DJBrisk,507,https://static-cdn.jtvnw.net/jtv_user_pictures/087f6628-8751-46f2-a72f-769a8c510832-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1261995,9675,395,130,15754,TRUE,TRUE,English,https://www.twitch.tv/DJBrisk/about,278,"Dec 2, 2017",695,53.75
djphlipz,508,https://static-cdn.jtvnw.net/jtv_user_pictures/47764618-7732-442e-b006-47af865bad2d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1261230,12390,220,102,13222,TRUE,TRUE,English,https://www.twitch.tv/djphlipz/about,376,"Mar 29, 2020",940,68.83
LesDjsdeLEst,509,https://static-cdn.jtvnw.net/jtv_user_pictures/6928ed75-6506-4cb6-8460-e53b16555111-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1260960,30615,121,41,3641,FALSE,FALSE,French,https://www.twitch.tv/LesDjsdeLEst/about,73,"Sep 10, 2020",182.5,170.08
Tyler_Johnston,510,https://static-cdn.jtvnw.net/jtv_user_pictures/5634a8d7-a21d-4e3d-ba9c-78b8e26d0c02-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1260525,7530,710,167,10705,TRUE,FALSE,English,https://www.twitch.tv/Tyler_Johnston/about,2200,"May 2, 2018",5500,41.83
Cavan_Te,512,https://static-cdn.jtvnw.net/jtv_user_pictures/d9a0ae48-06ca-4d2c-bd66-99707dde0f9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1257435,5850,8633,215,1189,FALSE,FALSE,English,https://www.twitch.tv/Cavan_Te/about,5,"Sep 10, 2021",12.5,32.50
sienimiili,513,https://static-cdn.jtvnw.net/jtv_user_pictures/65cc4a42eb5e60cc-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,1253475,5790,520,216,38145,TRUE,FALSE,English,https://www.twitch.tv/sienimiili/about,1688,"Mar 12, 2015",4220,32.17
DJs_U_N_I,518,https://static-cdn.jtvnw.net/jtv_user_pictures/9e33f668-c2b3-4ce2-84a4-c68ec44f0e99-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1239855,12555,359,99,3566,FALSE,FALSE,English,https://www.twitch.tv/DJs_U_N_I/about,102,"Apr 5, 2020",255,69.75
graceful_addison,519,https://static-cdn.jtvnw.net/jtv_user_pictures/e4370527-712e-4d85-affe-7d43a2456fa4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1239765,10605,5072,117,18373,TRUE,FALSE,English,https://www.twitch.tv/graceful_addison/about,127,"Apr 15, 2021",317.5,58.92
tbmarkus,520,https://static-cdn.jtvnw.net/jtv_user_pictures/8f553950-de01-4fae-befd-184249555e9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1235490,12225,277,101,9324,TRUE,TRUE,German,https://www.twitch.tv/tbmarkus/about,3400,"Aug 5, 2018",8500,67.92
djbizzon,521,https://static-cdn.jtvnw.net/jtv_user_pictures/ba0eb8c8-e26c-4153-b1ad-2d13e04173b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1227735,11565,240,106,6139,TRUE,FALSE,English,https://www.twitch.tv/djbizzon/about,265,"Jan 29, 2020",662.5,64.25
djrichierichdetroit,523,https://static-cdn.jtvnw.net/jtv_user_pictures/38e1462f-5369-4721-9d20-bc0146c0982c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1227120,14835,259,83,6367,FALSE,FALSE,English,https://www.twitch.tv/djrichierichdetroit/about,256,"Nov 22, 2020",640,82.42
TheodorElfving,524,https://static-cdn.jtvnw.net/jtv_user_pictures/0c788d62-6297-4a21-b4f1-4b47cafb929d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1225800,11025,985,111,12165,TRUE,FALSE,English,https://www.twitch.tv/TheodorElfving/about,7,"Jul 10, 2014",17.5,61.25
SoulHikers,525,https://static-cdn.jtvnw.net/jtv_user_pictures/8ec338ce-2ea4-419b-96c9-ed9441def71d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1222395,7170,4919,170,7337,FALSE,TRUE,German,https://www.twitch.tv/SoulHikers/about,254,"Oct 29, 2020",635,39.83
clairepics,526,https://static-cdn.jtvnw.net/jtv_user_pictures/008dcc46-c626-4255-9d66-11de48c39309-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,1217025,7770,1241,157,25263,TRUE,FALSE,English,https://www.twitch.tv/clairepics/about,7000,"Oct 3, 2017",17500,43.17
Suzyroxx,527,https://static-cdn.jtvnw.net/jtv_user_pictures/91de4832-cf30-4274-9752-a95a6b158903-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1214205,210,35068,5782,129467,TRUE,FALSE,Spanish,https://www.twitch.tv/Suzyroxx/about,205,"Feb 19, 2019",512.5,1.17
SuperFlu_Music,528,https://static-cdn.jtvnw.net/jtv_user_pictures/cd9b9e81-9b4f-46ca-92d1-640fd0c3deed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1210095,8685,304,139,7183,TRUE,FALSE,German,https://www.twitch.tv/SuperFlu_Music/about,126,"Mar 15, 2020",315,48.25
birdcageradio,529,https://static-cdn.jtvnw.net/jtv_user_pictures/f336d843-c615-4fe9-8484-95f591f5cf53-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1208985,36195,163,33,4100,FALSE,FALSE,English,https://www.twitch.tv/birdcageradio/about,23,"Mar 27, 2020",57.5,201.08
amadeus_music,530,https://static-cdn.jtvnw.net/jtv_user_pictures/a848e453-d132-4558-8c2b-0974d1b907c5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1205175,15345,542,79,6246,FALSE,TRUE,English,https://www.twitch.tv/amadeus_music/about,2,"Aug 25, 2018",5,85.25
DaxplosionDJ,531,https://static-cdn.jtvnw.net/jtv_user_pictures/4256fe24-0c5d-4776-9696-ce22dbcb9bc6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1199850,11730,330,102,7060,FALSE,TRUE,German,https://www.twitch.tv/DaxplosionDJ/about,193,"Jun 26, 2020",482.5,65.17
JayFrog,532,https://static-cdn.jtvnw.net/jtv_user_pictures/555856e8-6141-4234-b794-109ea42a8a17-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1199070,7170,562,167,10275,TRUE,TRUE,German,https://www.twitch.tv/JayFrog/about,65,"Jun 18, 2015",162.5,39.83
DEVN6_official,536,https://static-cdn.jtvnw.net/jtv_user_pictures/07062138-8e4e-4da5-b4ff-e023813f9ac4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1193115,8520,297,140,12242,FALSE,TRUE,German,https://www.twitch.tv/DEVN6_official/about,2,"Mar 26, 2020",5,47.33
ParatronixTV,538,https://static-cdn.jtvnw.net/jtv_user_pictures/1dcd0524-ee1a-4c52-a11f-d5a6bc4e8b08-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1177380,10035,302,117,5803,TRUE,FALSE,English,https://www.twitch.tv/ParatronixTV/about,1200,"Mar 14, 2020",3000,55.75
OldButGoldParty,541,https://static-cdn.jtvnw.net/jtv_user_pictures/49a63a40-7bc9-4950-9079-65dcc0efefd4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1175355,5145,1256,228,11560,TRUE,FALSE,German,https://www.twitch.tv/OldButGoldParty/about,65,"Mar 23, 2020",162.5,28.58
PianoRyanYT,542,https://static-cdn.jtvnw.net/jtv_user_pictures/312a3833-069f-4d87-8967-0cbd7f45854d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1172835,11490,356,102,11351,TRUE,FALSE,English,https://www.twitch.tv/PianoRyanYT/about,146,"Jun 26, 2019",365,63.83
ChillRob,544,https://static-cdn.jtvnw.net/jtv_user_pictures/19b5507f-d199-4e49-97c4-91a7d5f59719-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1169385,11700,572,100,10667,TRUE,FALSE,English,https://www.twitch.tv/ChillRob/about,14,"Nov 24, 2019",35,65.00
ThugShells,545,https://static-cdn.jtvnw.net/jtv_user_pictures/de47150a-3af6-43f2-8b45-30132ec68f8c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1168005,11205,532,104,14563,TRUE,FALSE,English,https://www.twitch.tv/ThugShells/about,481,"Jun 9, 2019",1202.5,62.25
OhhClaire,546,https://static-cdn.jtvnw.net/jtv_user_pictures/928619d8-d218-448e-bb07-186f2777d13f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1167615,12765,182,91,12576,FALSE,TRUE,German,https://www.twitch.tv/OhhClaire/about,416,"Jan 1, 2019",1040,70.92
drezzdie,548,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd1940-b90a-479e-a492-54767bde5ab0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1161450,11220,510,104,39644,TRUE,FALSE,English,https://www.twitch.tv/drezzdie/about,131,"Nov 4, 2015",327.5,62.33
RoxyGunnProject,549,https://static-cdn.jtvnw.net/jtv_user_pictures/7caadfd1-77b7-4cc6-acc9-90732c83feb6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1156920,10095,2371,115,5854,TRUE,FALSE,English,https://www.twitch.tv/RoxyGunnProject/about,167,"Aug 6, 2020",417.5,56.08
DJKrisCut,551,https://static-cdn.jtvnw.net/jtv_user_pictures/26143ef5-22b1-427d-8590-24ed0d8aa548-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1155810,14040,286,82,13630,TRUE,TRUE,English,https://www.twitch.tv/DJKrisCut/about,83,"Mar 21, 2020",207.5,78.00
JoshuaWooMusic,552,https://static-cdn.jtvnw.net/jtv_user_pictures/cade0c53-2269-4c28-9583-50501c39af3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1152495,11865,887,97,8948,TRUE,FALSE,English,https://www.twitch.tv/JoshuaWooMusic/about,78,"Mar 14, 2018",195,65.92
djlivv,553,https://static-cdn.jtvnw.net/jtv_user_pictures/b9e63c50-a5f0-4cac-b8d4-0b90c838d680-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1152225,5580,765,206,27736,TRUE,TRUE,English,https://www.twitch.tv/djlivv/about,125,"Mar 21, 2020",312.5,31.00
closureclub,558,https://static-cdn.jtvnw.net/jtv_user_pictures/b154f01e-13b1-4735-9694-264804bb7045-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1138125,10935,362,104,10085,TRUE,FALSE,English,https://www.twitch.tv/closureclub/about,175,"Jan 14, 2020",437.5,60.75
JonLiMusic,560,https://static-cdn.jtvnw.net/jtv_user_pictures/ff7b9c1b-c6c9-430b-bdcd-76a5ef74abb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1134195,20220,576,56,11019,FALSE,FALSE,English,https://www.twitch.tv/JonLiMusic/about,362,"Jul 16, 2020",905,112.33
PianistkaKatrine,564,https://static-cdn.jtvnw.net/jtv_user_pictures/4ab25b08-94eb-481a-bab2-8a863f20a221-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1127685,9360,3118,120,12668,TRUE,FALSE,English,https://www.twitch.tv/PianistkaKatrine/about,109,"Dec 24, 2018",272.5,52.00
Violin_Julezworld,565,https://static-cdn.jtvnw.net/jtv_user_pictures/6965fe52-2298-43e2-8176-6b4e10c3e57e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1116870,17865,366,63,3193,FALSE,FALSE,English,https://www.twitch.tv/Violin_Julezworld/about,154,"Jun 10, 2021",385,99.25
MelissaLammMusic,566,https://static-cdn.jtvnw.net/jtv_user_pictures/f75fc9d6-7ab7-45b7-af01-5685f2327868-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1113390,7545,383,148,22426,TRUE,FALSE,English,https://www.twitch.tv/MelissaLammMusic/about,166,"Jun 1, 2018",415,41.92
thaPHLASH,567,https://static-cdn.jtvnw.net/jtv_user_pictures/thaphlash-profile_image-438cf4300357d1ec-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1111560,11325,943,98,8147,TRUE,FALSE,English,https://www.twitch.tv/thaPHLASH/about,119,"Mar 21, 2017",297.5,62.92
DanSugarman,569,https://static-cdn.jtvnw.net/jtv_user_pictures/f4319867-9b6f-4862-9fc6-445a2d805cdf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1101015,9600,2717,115,2977,TRUE,TRUE,English,https://www.twitch.tv/DanSugarman/about,36,"Mar 23, 2016",90,53.33
DJ_C_Wied,573,https://static-cdn.jtvnw.net/jtv_user_pictures/591bb9b0-8ca2-4290-a660-ed4f7dd0245c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1097685,16800,192,65,5383,FALSE,TRUE,English,https://www.twitch.tv/DJ_C_Wied/about,50,"Nov 3, 2018",125,93.33
p0lyt0xxx,574,https://static-cdn.jtvnw.net/jtv_user_pictures/e3f31078-f2a3-4a6d-be01-f510c69b6fbf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1092345,22080,155,49,5544,FALSE,TRUE,German,https://www.twitch.tv/p0lyt0xxx/about,88,"Jun 27, 2018",220,122.67
DJRemark,576,https://static-cdn.jtvnw.net/jtv_user_pictures/9c0cd033-7a3a-493d-9fca-408082d5d18b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1087860,8925,331,122,12834,TRUE,TRUE,English,https://www.twitch.tv/DJRemark/about,10,"Mar 28, 2020",25,49.58
ThisIsDayZero,578,https://static-cdn.jtvnw.net/jtv_user_pictures/f7164ee5-e460-4179-8b09-9eb67c1b0c53-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1080315,10260,776,105,7297,FALSE,TRUE,German,https://www.twitch.tv/ThisIsDayZero/about,35,"Aug 16, 2018",87.5,57.00
ifas_core,579,https://static-cdn.jtvnw.net/jtv_user_pictures/c11e426f-3a9c-4a51-b498-ebd0b11aa915-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1079085,2715,1915,397,23656,TRUE,TRUE,German,https://www.twitch.tv/ifas_core/about,1649,"Feb 14, 2020",4122.5,15.08
cheskachunes,584,https://static-cdn.jtvnw.net/jtv_user_pictures/4df7d461-3a5a-42a6-9d4f-f121592248dd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,1068780,12360,441,86,11977,TRUE,TRUE,English,https://www.twitch.tv/cheskachunes/about,324,"Jan 14, 2019",810,68.67
