channel,rank,logo,watch_time_m,stream_time_m,peak_viewers,avg_viewers,followers,partnered,mature,language,url,t_subs,start,income,stream_time_h/m
Liquid_Bongo,929,https://static-cdn.jtvnw.net/jtv_user_pictures/ca54ab22-e87e-40f8-9eb1-d54b581b48d9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,630480,10335,242,61,3460,FALSE,FALSE,English,https://www.twitch.tv/Liquid_Bongo/about,77,"Oct 11, 2019",192.5,57.42
dj_luis_smooth,930,https://static-cdn.jtvnw.net/jtv_user_pictures/53b9517d-885a-4934-8bd7-f34c53f556c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,629340,7770,248,81,2414,FALSE,FALSE,English,https://www.twitch.tv/dj_luis_smooth/about,55,"Apr 10, 2020",137.5,43.17
AlexKakoMusic,932,https://static-cdn.jtvnw.net/jtv_user_pictures/8d048b6b-5990-482c-b79f-02fe6884d1bc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,628860,11085,265,57,3407,FALSE,FALSE,English,https://www.twitch.tv/AlexKakoMusic/about,72,"Dec 16, 2020",180,61.58
BogusForehead,933,https://static-cdn.jtvnw.net/jtv_user_pictures/20f0f37b-989a-40a1-9d9b-731bf042978b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,627765,21060,153,30,2104,FALSE,TRUE,English,https://www.twitch.tv/BogusForehead/about,2,"Jul 10, 2017",5,117.00
mofalkmusic,936,https://static-cdn.jtvnw.net/jtv_user_pictures/d18f6ba2-1cef-497f-836d-fa278190a8f8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,626715,4545,238,138,8110,TRUE,FALSE,English,https://www.twitch.tv/mofalkmusic/about,200,"Jun 23, 2019",500,25.25
FloydVader,937,https://static-cdn.jtvnw.net/jtv_user_pictures/8f65c0b7-2247-4cac-82e8-1b3e89c59322-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,626595,11250,197,56,2015,FALSE,FALSE,English,https://www.twitch.tv/FloydVader/about,187,"May 22, 2020",467.5,62.50
Therealdjdarknite,938,https://static-cdn.jtvnw.net/jtv_user_pictures/4fd4cfd7-8ca8-4cce-8241-c348f7c2f56f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,625965,9780,161,64,4732,FALSE,FALSE,English,https://www.twitch.tv/Therealdjdarknite/about,104,"Apr 12, 2020",260,54.33
magdahalina,939,https://static-cdn.jtvnw.net/jtv_user_pictures/f30afe90-9b4f-4632-a532-4542a7d6efa1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,625380,6960,653,90,4867,FALSE,FALSE,English,https://www.twitch.tv/magdahalina/about,200,"Mar 19, 2020",500,38.67
mirabellejien,940,https://static-cdn.jtvnw.net/jtv_user_pictures/8ce97e98-3426-434d-8560-622b5dd616d9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,624900,5595,1348,112,4945,TRUE,FALSE,English,https://www.twitch.tv/mirabellejien/about,10,"Mar 20, 2020",25,31.08
asanyf,944,https://static-cdn.jtvnw.net/jtv_user_pictures/9941d3f7-ba70-41a8-8aed-d89fc10fa549-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,624165,1665,2464,375,66346,TRUE,FALSE,Spanish,https://www.twitch.tv/asanyf/about,10,"Mar 24, 2020",25,9.25
djsupreme1live,945,https://static-cdn.jtvnw.net/jtv_user_pictures/16c2fd10-a483-45b5-bd27-bd7c235e0e58-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,623790,11670,253,53,4984,FALSE,TRUE,English,https://www.twitch.tv/djsupreme1live/about,136,"Apr 19, 2020",340,64.83
NerdySingerKayt,949,https://static-cdn.jtvnw.net/jtv_user_pictures/3a350cb2-7a2f-42d2-9c40-a5a3a2e15eb3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,621135,6420,574,97,8152,TRUE,FALSE,English,https://www.twitch.tv/NerdySingerKayt/about,2200,"Jul 17, 2019",5500,35.67
BenGSimon,951,https://static-cdn.jtvnw.net/jtv_user_pictures/f47eadba-0f50-4bb0-99bc-05eb143b83e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,620655,12360,884,50,4259,FALSE,TRUE,English,https://www.twitch.tv/BenGSimon/about,890,"Apr 28, 2020",2225,68.67
wileycoyoteDJ,955,https://static-cdn.jtvnw.net/jtv_user_pictures/a73e9c0d-9bfc-4f60-a902-9405469dc868-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,615675,10380,222,59,1682,FALSE,FALSE,English,https://www.twitch.tv/wileycoyoteDJ/about,137,"Jan 25, 2020",342.5,57.67
omarijazz,957,https://static-cdn.jtvnw.net/jtv_user_pictures/6701b9cd-5132-41dd-9505-6efad6e2730a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,614670,7965,178,77,6450,FALSE,FALSE,English,https://www.twitch.tv/omarijazz/about,44,"Mar 28, 2020",110,44.25
SPYGEA,959,https://static-cdn.jtvnw.net/jtv_user_pictures/8fc75406-786a-4d53-954f-992596028604-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,613455,45,16975,13632,472439,TRUE,FALSE,Japanese,https://www.twitch.tv/SPYGEA/about,1112,"Mar 9, 2010",2780,0.25
OllieGamerz,962,https://static-cdn.jtvnw.net/jtv_user_pictures/d10c5942-b9e1-4ed8-9f33-3a331423e67d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,609915,360,4202,1694,564219,TRUE,FALSE,Spanish,https://www.twitch.tv/OllieGamerz/about,2347,"Nov 20, 2013",5867.5,2.00
dj_kingdom,965,https://static-cdn.jtvnw.net/jtv_user_pictures/5fe7394e-cbde-40d1-9269-2e342507b337-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,605955,9720,185,62,3723,FALSE,FALSE,French,https://www.twitch.tv/dj_kingdom/about,140,"Apr 1, 2020",350,54.00
KobiLAX,967,https://static-cdn.jtvnw.net/jtv_user_pictures/dc74c9ea-855f-4ed2-97e2-fc4942d9983a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,603855,10860,207,56,10556,FALSE,FALSE,English,https://www.twitch.tv/KobiLAX/about,50,"May 5, 2018",125,60.33
MistablackzReaction,968,https://static-cdn.jtvnw.net/jtv_user_pictures/a939753c-2327-4697-b522-eb7dc73ac7bc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,603825,12720,166,47,4278,FALSE,TRUE,English,https://www.twitch.tv/MistablackzReaction/about,127,"Apr 19, 2020",317.5,70.67
NilsBomhoffLIVE,969,https://static-cdn.jtvnw.net/jtv_user_pictures/68d90507-08a3-4634-81f0-5b3d7ae9fac2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,603570,345,3322,1749,66196,TRUE,TRUE,German,https://www.twitch.tv/NilsBomhoffLIVE/about,392,"Jul 29, 2013",980,1.92
ADAMB4SS,970,https://static-cdn.jtvnw.net/jtv_user_pictures/4cd8e798-d4a5-402a-8d7f-a4a975311b16-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,602100,21570,201,28,2563,FALSE,FALSE,German,https://www.twitch.tv/ADAMB4SS/about,7,"Apr 20, 2013",17.5,119.83
DJ_Zitros,971,https://static-cdn.jtvnw.net/jtv_user_pictures/51d8c8b3-913e-418f-8b06-274ed1f0def1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,601050,16365,148,37,3492,FALSE,TRUE,German,https://www.twitch.tv/DJ_Zitros/about,65,"Mar 17, 2020",162.5,90.92
DrLeventBatu,975,https://static-cdn.jtvnw.net/jtv_user_pictures/b60d3310-1941-415d-bf4a-b13a397ce3f8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,598125,9810,178,61,9033,TRUE,FALSE,Turkish,https://www.twitch.tv/DrLeventBatu/about,253,"Jun 23, 2020",632.5,54.50
KlubhausApolda,976,https://static-cdn.jtvnw.net/jtv_user_pictures/7c3e0921-b6ad-4b59-ab7a-46be960336b0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,596790,31470,121,19,12225,FALSE,FALSE,German,https://www.twitch.tv/KlubhausApolda/about,50,"Jun 10, 2020",125,174.83
Heart_Of_Music,978,https://static-cdn.jtvnw.net/jtv_user_pictures/bd2de0cd-6837-4e21-93f2-de6449d002f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,595410,11265,662,53,3589,FALSE,FALSE,Danish,https://www.twitch.tv/Heart_Of_Music/about,65,"Oct 4, 2019",162.5,62.58
djtow3r,979,https://static-cdn.jtvnw.net/jtv_user_pictures/f4533e40-a21d-4cca-a5ff-3547e02cf279-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,593880,15705,179,38,2817,FALSE,TRUE,English,https://www.twitch.tv/djtow3r/about,79,"Mar 17, 2020",197.5,87.25
DarkraverOfficial,980,https://static-cdn.jtvnw.net/jtv_user_pictures/fd6eef43-14b9-41a1-a687-c47f2b2e0c6e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,591615,5085,338,116,6082,FALSE,TRUE,Dutch,https://www.twitch.tv/DarkraverOfficial/about,35,"Feb 24, 2017",87.5,28.25
B_RealTV,981,https://static-cdn.jtvnw.net/jtv_user_pictures/2265c6e6-b2eb-4bfc-9137-90da2dd47560-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,589770,5490,404,107,11942,FALSE,TRUE,English,https://www.twitch.tv/B_RealTV/about,100,"Nov 30, 2018",250,30.50
Jussetain,983,https://static-cdn.jtvnw.net/jtv_user_pictures/57002cf3-d9f6-43b5-a576-31479b869602-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,586890,480,3477,1223,45693,TRUE,TRUE,French,https://www.twitch.tv/Jussetain/about,446,"Jul 13, 2015",1115,2.67
Chris_Nitro,984,https://static-cdn.jtvnw.net/jtv_user_pictures/74e3f365-1d3b-4d3d-bf9e-f3965b4a2bc7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,585930,2505,396,234,2409,FALSE,FALSE,German,https://www.twitch.tv/Chris_Nitro/about,88,"Jun 23, 2020",220,13.92
LoaLaLunaDj,991,https://static-cdn.jtvnw.net/jtv_user_pictures/87feb9ea-45a5-4a72-aba8-b78f92f80499-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,580995,9915,188,59,3419,FALSE,FALSE,English,https://www.twitch.tv/LoaLaLunaDj/about,91,"Jan 11, 2021",227.5,55.08
TakamasaOwaki,992,https://static-cdn.jtvnw.net/jtv_user_pictures/eafe9782-a79f-4b30-b605-ef5664e9d602-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,580290,10725,173,54,3008,TRUE,FALSE,English,https://www.twitch.tv/TakamasaOwaki/about,151,"Sep 10, 2020",377.5,59.58
FacelessClown,995,https://static-cdn.jtvnw.net/jtv_user_pictures/c6c9003e-d938-4cb1-8bde-5d3d92bdc173-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,579690,10470,230,55,10273,FALSE,FALSE,English,https://www.twitch.tv/FacelessClown/about,65,"Sep 27, 2014",162.5,58.17
kayleekim_,997,https://static-cdn.jtvnw.net/jtv_user_pictures/cde1329d-1b93-41b0-b004-c243106321a2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,578430,9285,664,62,8260,FALSE,FALSE,English,https://www.twitch.tv/kayleekim_/about,83,"Aug 20, 2018",207.5,51.58
roastnreviewtv,1000,https://static-cdn.jtvnw.net/jtv_user_pictures/3adf177b-c845-4c91-be15-048f83367a60-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,577005,6030,351,96,4454,FALSE,FALSE,English,https://www.twitch.tv/roastnreviewtv/about,188,"Mar 24, 2020",470,33.50
JenniferLeeDj,1005,https://static-cdn.jtvnw.net/jtv_user_pictures/63d36bdf-2ca2-4a6a-8f6f-a9b0ccce2870-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,573390,9465,317,61,3077,FALSE,FALSE,English,https://www.twitch.tv/JenniferLeeDj/about,34,"Apr 2, 2021",85,52.58
